latent_key,rollout_id,trial_id,chunk_id,group,dominant_failure_mode,cos_success_centroid,cos_bowl_centroid,margin_success_minus_bowl,nearest_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,0,natural_success,success,0.9154884946543035,0.9061607477996165,0.009327746854686958,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,1,natural_success,success,0.9412220756610941,0.9370060843765617,0.004215991284532317,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,2,natural_success,success,0.9145610698678996,0.9114493610076625,0.00311170886023715,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,3,natural_success,success,0.9152383151807411,0.8867621449183339,0.02847617026240712,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,4,natural_success,success,0.7836334403094457,0.7647652702249315,0.018868170084514246,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,5,natural_success,success,0.7087161592350724,0.7761008920010971,-0.06738473276602475,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,6,natural_success,success,0.6241531409397278,0.7037551923494181,-0.07960205140969023,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,7,natural_success,success,0.41439231014815286,0.4383857408084521,-0.023993430660299242,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,8,natural_success,success,-0.21455702949254876,-0.1964339000049046,-0.018123129487644163,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,9,natural_success,success,-0.5270427176015249,-0.5494802908170306,0.02243757321550577,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,10,natural_success,success,-0.5934135413816317,-0.6212552638265627,0.027841722444930994,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,11,natural_success,success,-0.5011137875353091,-0.47041020718188264,-0.030703580353426463,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,12,natural_success,success,-0.24592171624752973,-0.1684926674646707,-0.07742904878285903,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,13,natural_success,success,-0.039406241128324054,0.028094359973178544,-0.0675006011015026,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,14,natural_success,success,0.12448637829899128,0.15923123697653116,-0.034744858677539875,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,15,natural_success,success,0.03226459460782443,-0.04315152196399842,0.07541611657182284,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,16,natural_success,success,0.13217803986627885,0.11497659456302578,0.01720144530325307,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,17,natural_success,success,-0.06037990797933002,-0.09798715566302393,0.03760724768369391,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,18,natural_success,success,0.05867098789227552,-0.00879573678931015,0.06746672468158567,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,19,natural_success,success,0.02346420023330119,-0.05696592555004587,0.08043012578334706,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,20,natural_success,success,-0.03963827143056643,-0.12053245001711158,0.08089417858654514,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,0,21,natural_success,success,-0.014893874172852845,-0.09745094812511532,0.08255707395226247,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,0,natural_failure,wrong_receptacle,0.8893520297059287,0.8946627554358613,-0.0053107257299325195,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,1,natural_failure,wrong_receptacle,0.9108185775048848,0.9246304358816345,-0.013811858376749697,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,2,natural_failure,wrong_receptacle,0.864040318746236,0.8913527890554545,-0.027312470309218462,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,3,natural_failure,wrong_receptacle,0.8644972506795832,0.8722781552043493,-0.007780904524766097,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,4,natural_failure,wrong_receptacle,0.8414873422335147,0.8520992768293021,-0.010611934595787353,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,5,natural_failure,wrong_receptacle,0.5615551128867844,0.6197226436480696,-0.058167530761285224,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,6,natural_failure,wrong_receptacle,0.4710080032256278,0.5298474492603652,-0.0588394460347374,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,7,natural_failure,wrong_receptacle,0.22654977266650478,0.24629732308584146,-0.01974755041933668,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,8,natural_failure,wrong_receptacle,-0.3006336345826084,-0.29744482515987475,-0.0031888094227336405,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,9,natural_failure,wrong_receptacle,-0.5357295495792479,-0.5715232942481463,0.0357937446688984,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,10,natural_failure,wrong_receptacle,-0.47936633000438933,-0.5353133976884199,0.05594706768403057,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,11,natural_failure,wrong_receptacle,-0.49843575474451546,-0.480536301561515,-0.017899453183000458,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,12,natural_failure,wrong_receptacle,-0.3626578498802525,-0.3185145036509587,-0.044143346229293834,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,13,natural_failure,wrong_receptacle,-0.12181755543907848,-0.06505798078641377,-0.05675957465266471,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,14,natural_failure,wrong_receptacle,0.028252397393856602,0.09602594501662627,-0.06777354762276967,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,15,natural_failure,wrong_receptacle,-0.0015332907475390026,0.0029507512308428636,-0.004484041978381866,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,16,natural_failure,wrong_receptacle,-0.03729067000103499,-0.1246425401929315,0.08735187019189651,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,17,natural_failure,wrong_receptacle,0.03018456534284808,-0.049873812166319226,0.0800583775091673,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,18,natural_failure,wrong_receptacle,0.0063077658099355005,-0.05577529831339297,0.06208306412332847,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,19,natural_failure,wrong_receptacle,-0.03339105687555193,-0.11324188199895645,0.07985082512340452,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,20,natural_failure,wrong_receptacle,0.060234083494627104,-0.0021887406370007176,0.06242282413162782,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,21,natural_failure,wrong_receptacle,0.32316446851002295,0.33783255885318875,-0.014668090343165796,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,22,natural_failure,wrong_receptacle,0.3562742099140429,0.3724071719310461,-0.016132962017003205,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,23,natural_failure,wrong_receptacle,0.6985460287373393,0.742336547378937,-0.043790518641597664,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,24,natural_failure,wrong_receptacle,0.1152383107077265,0.05637920561725616,0.05885910509047034,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,25,natural_failure,wrong_receptacle,0.35952085772276043,0.3543591751303109,0.005161682592449535,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,26,natural_failure,wrong_receptacle,-0.2104092727037326,-0.2159490852006707,0.005539812496938079,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,27,natural_failure,wrong_receptacle,-0.4230108075628759,-0.4358330387110804,0.012822231148204521,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,28,natural_failure,wrong_receptacle,-0.5877737346569298,-0.6085370210420458,0.02076328638511593,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,29,natural_failure,wrong_receptacle,0.10236875393062464,0.014774490351258544,0.08759426357936609,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,30,natural_failure,wrong_receptacle,0.026040465425750385,-0.00943502469844891,0.035475490124199295,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,31,natural_failure,wrong_receptacle,0.21755869456339916,0.1709186985116229,0.04663999605177627,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,32,natural_failure,wrong_receptacle,0.1764927908105427,0.15453407044694406,0.02195872036359864,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,33,natural_failure,wrong_receptacle,0.19942470053352093,0.16844679776427512,0.030977902769245808,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,34,natural_failure,wrong_receptacle,0.3136804536303582,0.32918656343576375,-0.015506109805405566,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,35,natural_failure,wrong_receptacle,0.3554044093258559,0.32513284318675756,0.030271566139098316,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,36,natural_failure,wrong_receptacle,0.28173659008973834,0.2818478732013328,-0.00011128311159447346,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,37,natural_failure,wrong_receptacle,0.2818735436435017,0.2761399196831566,0.005733623960345102,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,38,natural_failure,wrong_receptacle,0.6948630569783705,0.734242360571173,-0.039379303592802506,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,39,natural_failure,wrong_receptacle,0.5792701915030622,0.5869851493278042,-0.007714957824741964,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,40,natural_failure,wrong_receptacle,-0.06663161387617655,-0.05292762747895094,-0.013703986397225615,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,41,natural_failure,wrong_receptacle,-0.5536372708619545,-0.5812082419803561,0.027570971118401677,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,42,natural_failure,wrong_receptacle,-0.5309829780753534,-0.571622932661381,0.04063995458602754,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,43,natural_failure,wrong_receptacle,-0.4908562357193797,-0.5368006386462401,0.04594440292686036,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,44,natural_failure,wrong_receptacle,-0.3695824589293714,-0.44691974554481184,0.07733728661544043,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,45,natural_failure,wrong_receptacle,-0.14171018911437844,-0.20468691400520428,0.06297672489082584,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,46,natural_failure,wrong_receptacle,0.1577360630104001,0.13515768297047345,0.022578380039926654,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,47,natural_failure,wrong_receptacle,0.14930701865833396,0.15029467157394605,-0.0009876529156120917,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,48,natural_failure,wrong_receptacle,0.15046585577268404,0.21794501290455637,-0.06747915713187233,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,49,natural_failure,wrong_receptacle,0.1480573681052696,0.13430606533005207,0.013751302775217522,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,50,natural_failure,wrong_receptacle,0.178170371652646,0.17276682074456762,0.0054035509080783695,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,51,natural_failure,wrong_receptacle,0.24737750478398174,0.25110543993923273,-0.0037279351552509943,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,52,natural_failure,wrong_receptacle,0.3069718044454323,0.3286424533002021,-0.02167064885476977,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,53,natural_failure,wrong_receptacle,0.27596119747112624,0.3076196290457487,-0.03165843157462245,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,54,natural_failure,wrong_receptacle,0.30112169517618187,0.30893277445453454,-0.007811079278352673,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,55,natural_failure,wrong_receptacle,0.3108875013865863,0.3330037748070419,-0.022116273420455634,bowl_compositional_template
